"Date","CDI.PA","OR.PA","EL","SSDOY","PG","SBH"
2017-03-01,205.100006,176.600006,84.050003,27.25,91.660004,21.85
2017-03-02,204.75,176.050003,82.919998,26.68,90.910004,21.99
2017-03-03,204.149994,176.449997,82.949997,26.799999,90.5,21.719999
2017-03-06,203.300003,176.300003,82.709999,26.92,90.370003,21.290001
2017-03-07,202.949997,175.5,82.769997,26.57,90.290001,20.860001
2017-03-08,205.149994,175.100006,82.93,25.959999,90.139999,20.799999
2017-03-09,204.850006,176.399994,82.879997,25.74,90.339996,20.280001
2017-03-10,206.25,177.350006,85.779999,25.98,91.07,20.6
2017-03-13,206.75,176.449997,85.370003,26.290001,91.309998,20.690001
2017-03-14,207.399994,177.550003,84.779999,26.309999,91,20.780001
2017-03-15,205.649994,177.300003,85.330002,26.610001,91.400002,20.91
2017-03-16,207.25,177.75,85.580002,26.440001,91.440002,20.540001
2017-03-17,208.449997,177.449997,85.959999,26.469999,91,20.690001
2017-03-20,208.449997,176.899994,86.510002,26.41,91.220001,20.360001
2017-03-21,207.25,177.399994,86.480003,26.6,91.190002,20.209999
2017-03-22,207.300003,178.300003,86.529999,26.58,90.989998,20.33
2017-03-23,209.949997,178.5,86.519997,26.889999,90.769997,20.17
2017-03-24,211.550003,177.850006,86.010002,26.889999,90.57,20.27
2017-03-27,212.199997,179.5,85.82,26.879999,90.489998,20.01
2017-03-28,215.100006,178.699997,85.610001,26.879999,90.760002,19.950001
2017-03-29,215.350006,179.800003,85.519997,27.459999,90.599998,20.299999
2017-03-30,216.050003,179.050003,85.339996,27.42,90.199997,20.35
2017-03-31,217.800003,180.149994,84.790001,26.5,89.849998,20.440001
2017-04-03,217.800003,179.5,83.5,26.83,89.68,20.360001
2017-04-04,220.199997,180.300003,85.059998,26.879999,89.910004,19.719999
2017-04-05,219.850006,178.850006,85.239998,26.52,89.970001,19.35
2017-04-06,221.050003,179.350006,84.370003,26.24,89.400002,19.790001
2017-04-07,224.5,180.699997,84.150002,26.530001,89.230003,19.889999
2017-04-10,222.649994,180.899994,84.720001,26.32,89.489998,20.15
2017-04-11,222.300003,181,84.849998,26.469999,89.800003,20.26
2017-04-12,223.399994,181.949997,84.919998,26.08,90.309998,20.059999
2017-04-13,223.75,181.050003,84.940002,26.639999,90.029999,19.799999
2017-04-18,222.600006,180.100006,86.290001,26.719999,90.800003,19.889999
2017-04-19,221.100006,181.399994,85.620003,26.790001,89.599998,19.860001
2017-04-20,221.600006,181.75,86.029999,26.559999,89.330002,19.98
2017-04-21,220.5,180.800003,85.18,27.129999,88.620003,19.690001
2017-04-24,226.850006,185.550003,85.989998,27.209999,89.550003,19.26
2017-04-25,252,184.649994,87.379997,27.110001,90,19.360001
2017-04-26,250.449997,185.350006,87.809998,27.16,87.739998,19.42
2017-04-27,252.449997,185.800003,87.419998,27.09,87.690002,19.299999
2017-04-28,251.949997,182.850006,87.139999,27.17,87.330002,19.02
2017-05-02,253.399994,184.449997,87.480003,26.92,86.220001,19.440001
2017-05-03,253.699997,184.550003,91.300003,26.92,86.43,19.639999
2017-05-04,255.5,186.75,91.860001,26.879999,86.449997,19.860001
2017-05-05,253.5,188.550003,92.860001,26.959999,86.5,19.860001
2017-05-08,252.600006,187.899994,92.610001,28,86.550003,19.790001
2017-05-09,254,189.5,92.980003,27.98,86.400002,20.4
2017-05-10,253.300003,188.949997,94.080002,28.129999,86.489998,20.42
2017-05-11,253.050003,189.149994,92.900002,28.41,86.169998,20.35
2017-05-12,254.449997,190.050003,92.93,29.76,86.190002,20.08
2017-05-15,253.649994,189.899994,92.610001,30.68,86.330002,19.99
2017-05-16,253,189.949997,91.900002,30.98,86.239998,19.700001
2017-05-17,251.25,188.149994,92.099998,31.51,86.260002,18.700001
2017-05-18,251.5,185.600006,91.379997,31.52,85.870003,18.440001
2017-05-19,252.600006,187.100006,92.370003,33.279999,86.239998,18.32
2017-05-22,253.050003,187.5,92.949997,32.849998,86.209999,18.23
2017-05-23,253.050003,188.699997,91.989998,32.720001,86.080002,17.559999
2017-05-24,253.350006,188.25,93.029999,32.619999,86.5,17.379999
2017-05-25,254,188.699997,93.589996,32.32,86.860001,17.469999
2017-05-26,254,189.100006,93.699997,32.59,87.25,17.719999
2017-05-30,255.050003,189.600006,93.989998,33.639999,87.400002,17.870001
2017-05-31,254.199997,190.449997,94.139999,33.810001,88.089996,18.02
2017-06-01,255.5,190.949997,94.559998,34.419998,88.129997,18.26
2017-06-02,256.5,192.899994,96.129997,34.75,88.589996,18
2017-06-05,256.5,191.199997,96.300003,35.799999,88.739998,17.73
2017-06-06,256.549988,191.25,96.230003,35.77,88.800003,17.540001
2017-06-07,257.100006,190.25,96.510002,35.610001,88.769997,18.299999
2017-06-08,255.300003,188.300003,96.050003,35.139999,87.849998,18.440001
2017-06-09,255.649994,190.050003,96.349998,34.200001,88.160004,19.43
2017-06-12,254.300003,187.5,96.010002,34.240002,88.239998,19.459999
2017-06-13,254.649994,187.350006,96.639999,34.490002,88.059998,19.309999
2017-06-14,255.5,188.100006,97.160004,34.689999,88.440002,19.450001
2017-06-15,254.649994,188.300003,97.550003,36.299999,89.379997,19.52
2017-06-16,255.899994,191,97.5,36.099998,89.660004,19.18
2017-06-19,256.5,190.899994,98.190002,36.450001,89.860001,19.360001
2017-06-20,256.350006,191.25,97.050003,37.009998,89.629997,19.290001
2017-06-21,256.549988,190,97.330002,37.009998,89.400002,19.049999
2017-06-22,254.550003,189.600006,97.480003,36.740002,89.029999,19.379999
2017-06-23,255.25,188.100006,96.989998,36.060001,89.419998,19.129999
2017-06-26,256.100006,195.350006,96.5,36.490002,89.360001,19.799999
2017-06-27,256.100006,191.199997,96.410004,36.279999,88.610001,20.08
2017-06-28,256.100006,190.199997,96.809998,35.950001,88.370003,20.17
2017-06-29,256.100006,183.449997,95.620003,35.639999,86.989998,20.24
2017-06-30,256.100006,182.399994,95.980003,35.75,87.150002,20.25
2017-07-03,252,182.949997,95.809998,35.400002,87.739998,20.42
2017-07-05,255.600006,181.5,95.720001,33.93,87.669998,20.09
2017-07-06,247.199997,178.550003,94.839996,34.209999,87.370003,19.799999
2017-07-07,240,179.350006,94.279999,34.200001,87.650002,19.52
2017-07-10,241.899994,180.050003,94.269997,34.169998,87.089996,19.09
2017-07-11,237.449997,179.100006,93.860001,33.830002,86.769997,19.059999
2017-07-12,235.5,182,94.519997,34.07,86.959999,19.15
2017-07-13,230.550003,183.100006,94.730003,34.52,86.699997,19.540001
2017-07-14,234,184.149994,95.309998,34.689999,87.099998,19.59
2017-07-17,240.600006,184.25,96.199997,34.599998,87.550003,19.77
2017-07-18,239.600006,183.5,96.290001,35,88.639999,19.75
2017-07-19,241.100006,185.25,96.940002,35.369999,88.349998,19.84
2017-07-20,242.149994,184.600006,97.110001,35.5,88.599998,19.879999
2017-07-21,244.300003,180.899994,97.949997,35.77,88.610001,19.85
2017-07-24,243.899994,179.699997,97.75,35.59,88.18,19.290001
2017-07-25,244.75,180.199997,98.75,34.740002,89.139999,19.870001
2017-07-26,244.699997,180.800003,98.919998,34.48,89.300003,20.42
2017-07-27,242.300003,181.050003,99.529999,34.34,90.68,20.620001
2017-07-28,239.649994,176.050003,99,35.389999,90.209999,20.450001
2017-07-31,240.699997,175.100006,98.989998,35.439999,90.82,20.23
2017-08-01,246.149994,175.899994,98.610001,36.119999,91.099998,20.27
2017-08-02,246.550003,174.949997,98.489998,36.049999,91.040001,20.35
2017-08-03,251.949997,175.100006,98.169998,36.380001,90.860001,20.209999
2017-08-04,254.300003,176.550003,98.580002,35.82,90.669998,20.799999
2017-08-07,256.25,176.050003,100.529999,35.740002,91.440002,21.139999
2017-08-08,256.299988,176.5,101.059998,35.630001,91.580002,21.09
2017-08-09,250.75,175.600006,103.769997,38.5,91.919998,20.540001
2017-08-10,248.350006,173.699997,101.690002,40.130001,91.739998,19.68
2017-08-11,247.399994,173.600006,99.650002,40.080002,91.339996,20.1
2017-08-14,249.949997,175.149994,101.129997,41.150002,91.650002,20.24
2017-08-15,251.600006,175.300003,101.040001,41.599998,92.199997,19.84
2017-08-16,251.949997,176.399994,101.07,41.689999,92.440002,19.709999
2017-08-17,253.350006,176.300003,98.32,41.73,92.07,19.42
2017-08-18,253.399994,175.399994,105.919998,41.529999,92.470001,17.93
2017-08-21,254.300003,175,106.480003,41.810001,92.860001,17.870001
2017-08-22,256,177.149994,105.209999,42.02,92.790001,17.77
2017-08-23,255.050003,178.25,104.449997,41.389999,92.440002,17.51
2017-08-24,255.800003,179.899994,106.010002,41.290001,92.269997,18.02
2017-08-25,255.800003,178.050003,106.5,41.459999,92.510002,18.440001
2017-08-28,255.449997,177.300003,105.959999,41.389999,92.470001,18.709999
2017-08-29,256.950012,176.5,105.699997,41.759998,92.32,18.799999
2017-08-30,258.5,176.25,105.660004,41.299999,91.870003,18.57
2017-08-31,259.350006,177.350006,106.989998,41.639999,92.269997,18.59
2017-09-01,262.399994,177.949997,107.93,41.779999,92.529999,19.059999
2017-09-05,258.799988,176.850006,107.949997,41.400002,92.720001,18.959999
2017-09-06,258.700012,177.699997,108.07,42.009998,92.720001,19.65
2017-09-07,260.799988,178.350006,108.230003,42.299999,92.970001,19.68
2017-09-08,260.299988,178.600006,108.809998,42.560001,92.839996,19.549999
2017-09-11,264.25,180.699997,108.739998,42.740002,93.989998,19.99
2017-09-12,268,179.899994,108.900002,43.490002,93.510002,20.34
2017-09-13,269.049988,180.199997,109.660004,43.290001,93.550003,20.49
2017-09-14,268.100006,179.399994,110.010002,43.200001,93.550003,20.18
2017-09-15,268.600006,178.899994,109.690002,41.650002,93.269997,20.190001
2017-09-18,267.649994,179,110.269997,41.669998,93.150002,20.290001
2017-09-19,266.75,177.5,110.349998,41.169998,94.169998,20.35
2017-09-20,267.5,178.300003,110.230003,39.740002,94.400002,20.1
2017-09-21,267.100006,176.600006,108.25,39.619999,92.639999,19.440001
2017-09-22,269,180.949997,107.580002,38.060001,92.239998,18.950001
2017-09-25,269.450012,181.850006,107.980003,39.18,92.720001,19.68
2017-09-26,269,181.050003,107.959999,39.240002,92.650002,19.950001
2017-09-27,268.75,178,108.519997,39.209999,90.870003,20.139999
2017-09-28,269.200012,177.899994,106.349998,39.41,90.889999,20.059999
2017-09-29,270.950012,179.899994,107.839996,40.169998,90.980003,19.58
2017-10-02,271.200012,181.25,108.199997,38.790001,91.769997,19.629999
2017-10-03,272.450012,181.899994,108.449997,38.68,92.120003,19.59
2017-10-04,272.600006,181.25,109.940002,39.310001,92.419998,19.74
2017-10-05,273.100006,182.75,110.019997,39.57,92.029999,19.91
2017-10-06,269.350006,180.75,109.739998,39.419998,92.330002,19.6
2017-10-09,271.049988,182.199997,109.629997,39.630001,92.120003,19.26
2017-10-10,275.549988,184.399994,109.589996,39.799999,91.620003,19.290001
2017-10-11,277.399994,185.5,109.730003,40.380001,91.459999,17.969999
2017-10-12,278.5,187.800003,109.489998,41.23,92.150002,17.6
2017-10-13,281,188.5,111,41.880001,93.040001,17.450001
2017-10-16,279.700012,189.300003,111.279999,43.139999,93.139999,17.709999
2017-10-17,278.399994,188.199997,110.510002,42.830002,92.800003,17.9
2017-10-18,279.200012,189.5,109.980003,43.080002,92.769997,17.75
2017-10-19,277.649994,186.899994,109.699997,43.150002,91.589996,16.870001
2017-10-20,275.25,185.550003,108.800003,42.849998,88.25,17.33
2017-10-23,279.850006,185.350006,109.07,42.799999,87.300003,17.32
2017-10-24,278.700012,184.300003,110.239998,42.330002,86.980003,17.57
2017-10-25,282.399994,182.899994,111.120003,41.18,86.860001,17.629999
2017-10-26,287.299988,187.899994,111.790001,40.560001,87.5,17.57
2017-10-27,291.600006,190.199997,111.870003,40.919998,87.040001,17.389999
2017-10-30,293.350006,190,110.849998,41.23,86.269997,17.25
2017-10-31,294.75,191.050003,111.809998,41.380001,86.339996,17.309999
2017-11-01,294.600006,193.600006,122.120003,41.330002,86.889999,17.42
2017-11-02,294.200012,192.449997,120.150002,41.02,86.510002,17.549999
2017-11-03,304.149994,192.600006,121.709999,41.189999,86.580002,17.4
2017-11-06,303,192.100006,121.120003,40.939999,86.050003,17.48
2017-11-07,302,189.550003,122.220001,41.380001,86.980003,17.07
2017-11-08,301,189.699997,123.080002,43.349998,87.580002,15.92
2017-11-09,301.850006,188.100006,123.779999,43.5,87.779999,16.309999
2017-11-10,302.049988,186.199997,124.610001,44.75,88.160004,16.209999
2017-11-13,299.049988,185.399994,126.32,44.900002,89,15.14
2017-11-14,298.850006,184.100006,126.019997,44.48,88.870003,15.67
2017-11-15,298.200012,184.25,124.610001,45.849998,88.230003,15.16
2017-11-16,300.100006,186.149994,125.639999,46.450001,89.25,15.46
2017-11-17,300.899994,185.399994,124.690002,46.25,88.43,15.44
2017-11-20,302.5,186.699997,125.18,46.259998,88.269997,15.89
2017-11-21,304.049988,187,125.5,47.299999,88.720001,15.49
2017-11-22,301.399994,186,125.839996,47.16,88.330002,15.96
2017-11-24,303.399994,187.199997,126.190002,47.650002,88.449997,15.7
2017-11-27,300.75,185.850006,125.150002,48.330002,88.959999,15.95
2017-11-28,302.149994,187.100006,125.309998,48.389999,89.400002,16.450001
2017-11-29,301.649994,186.949997,123.93,48.470001,89.379997,17.17
2017-11-30,300.5,185.800003,124.830002,49.799999,89.989998,17.049999
2017-12-01,299.450012,184.600006,124.769997,48.380001,90.360001,16.959999
2017-12-04,301.049988,187.25,125.339996,47.169998,91.410004,17.25
2017-12-05,300.049988,188.5,124.5,47.790001,91.400002,17.09
2017-12-06,303.899994,187.899994,124.470001,48.669998,91.25,16.65
2017-12-07,301.649994,188.800003,125.18,49.93,90.099998,16.620001
2017-12-08,303.049988,188.399994,125.629997,48.869999,90.370003,17.059999
2017-12-11,303,188.350006,125.470001,48.700001,90.230003,16.73
2017-12-12,302.25,189.649994,124.949997,48.279999,89.849998,16.370001
2017-12-13,303.350006,188.100006,127.949997,48.66,90.879997,16.59
2017-12-14,301.799988,186.449997,127.809998,48.41,91,16.48
2017-12-15,303.549988,187.25,129.619995,48.360001,91.889999,16.92
2017-12-18,311.700012,190.399994,129.389999,48.740002,91.879997,17.959999
2017-12-19,311.049988,188.850006,127.839996,48.07,91.68,17.799999
2017-12-20,308.799988,186.850006,127.690002,48.009998,91.529999,18.219999
2017-12-21,309.25,188.100006,127.580002,47.82,91.669998,18.280001
2017-12-22,305.799988,186.800003,127.75,47.98,92.129997,18.68
2017-12-27,308.850006,187.600006,127.75,49.23,92.099998,18.549999
2017-12-28,306.100006,185.75,127.889999,49.360001,92.07,18.66
2017-12-29,304.549988,184.949997,127.239998,48.459999,91.879997,18.76
2018-01-02,299.799988,182.149994,127.589996,48.59,90.650002,19.08
2018-01-03,301.100006,182.850006,129.619995,49.02,90.540001,18.83
2018-01-04,304.100006,184.5,130.229996,49.25,91.18,17.950001
2018-01-05,307.299988,186.899994,129.990005,49.310001,91.239998,18.24
2018-01-08,303.100006,186.75,130.970001,49.509998,91.720001,17.99
2018-01-09,304,188.300003,131.699997,49.599998,91.050003,17.84
2018-01-10,301.5,186.899994,130.320007,48.630001,90.470001,17.73
2018-01-11,298.100006,184.649994,129.089996,48.740002,90.150002,18.639999
2018-01-12,298.399994,184.050003,128.529999,49.43,89.610001,18.370001
2018-01-16,300.899994,184.050003,128.660004,51.799999,90.220001,18.059999
2018-01-17,300.299988,184.399994,132.059998,52.82,91.199997,18.42
2018-01-18,297.799988,183.399994,130.979996,51.5,90.18,18.27
2018-01-19,301.200012,185.800003,134.449997,51.740002,91.07,18.51
2018-01-22,301.100006,185.550003,134.869995,52.259998,91.889999,18.209999
2018-01-23,302.799988,186.25,136.720001,54.779999,89.050003,17.76
2018-01-24,299.700012,184.100006,136.25,54.599998,88.309998,17.48
2018-01-25,298.299988,181.800003,137.169998,53.299999,88.339996,16.969999
2018-01-26,312.200012,182.600006,137.710007,54.259998,87.730003,16.780001
2018-01-29,311.899994,182.399994,136.600006,52.52,86.860001,17.1
2018-01-30,310.200012,182.199997,136.630005,52.349998,86.949997,16.469999
2018-01-31,311.600006,183.100006,134.960007,51.700001,86.339996,16.610001
2018-02-01,310,181.300003,134.559998,53.009998,85.849998,16.040001
2018-02-02,306.5,180.649994,134.389999,53.220001,84.25,16
2018-02-05,301.299988,177,134.300003,51.23,81.059998,15.3
2018-02-06,296.700012,171.949997,137.220001,49.889999,82.379997,15.42
2018-02-07,306.600006,175.600006,134.710007,52.880001,81.839996,15.69
2018-02-08,299.799988,171.800003,131.460007,53,80.220001,16.610001
2018-02-09,295.399994,172.350006,134.75,54.84,79.919998,16.969999
2018-02-12,302.600006,176.399994,137.029999,55.200001,81.330002,17.59
2018-02-13,298.399994,175,137.5,57.07,81.5,16.98
2018-02-14,300.200012,175.300003,139.729996,59.970001,80.68,17.360001
2018-02-15,305.100006,174.699997,139.630005,59.869999,82.410004,17.200001
2018-02-16,309.700012,176.800003,141.039993,60.700001,82.599998,17.200001
2018-02-20,305.5,175.600006,139.350006,59.16,81.339996,17.219999
2018-02-21,305.899994,174.399994,139.820007,59.450001,80.239998,17.219999
2018-02-22,305.200012,175.449997,140.149994,59.959999,80.839996,17.02
2018-02-23,305.899994,178.699997,142.389999,59.66,81.050003,17.040001
2018-02-26,309.399994,180.5,143.289993,60.259998,81.629997,17.120001
2018-02-27,307,177.5,139.779999,61.279999,80.540001,16.780001
2018-02-28,305.899994,177.050003,138.440002,60.419998,78.519997,16.84
2018-03-01,306.200012,173.300003,138.539993,58.619999,78.699997,16.719999
2018-03-02,303,171.100006,140.649994,59.779999,79.5,17.129999
2018-03-05,304,174.949997,141.639999,59.119999,80.290001,17.43
2018-03-06,306.299988,174.199997,142.679993,62.779999,80.019997,17.43
2018-03-07,307.200012,175.550003,143.550003,63.68,79.160004,17.389999
2018-03-08,310,180.399994,144.389999,61.52,79.970001,17.16
2018-03-09,309.100006,181.649994,145.050003,61.560001,80.290001,17.49
2018-03-12,309.899994,181.800003,145.369995,60.169998,79.860001,17.76
2018-03-13,306.899994,179.850006,145.779999,60.25,79.720001,17.41
2018-03-14,307.299988,179.899994,145.089996,61.099998,79,17.07
2018-03-15,312.299988,179.75,144.119995,61.119999,78.669998,16.83
2018-03-16,312,180.050003,146.270004,60.540001,78.970001,17.15
2018-03-19,312.100006,181.100006,145.860001,59.970001,78.660004,16.93
2018-03-20,316.399994,181.649994,148.199997,58.59,78.309998,16.389999
2018-03-21,318,180.350006,146.130005,58.639999,77.040001,16.33
2018-03-22,314.399994,179.550003,144.5,59.950001,76.410004,15.95
2018-03-23,308.899994,175.949997,143.800003,58.380001,75.910004,15.65
2018-03-26,311.799988,174.699997,148.210007,60.209999,76.410004,16.08
2018-03-27,316.100006,175.449997,146.690002,61.380001,77.790001,15.94
2018-03-28,313.799988,182.050003,146.029999,63,78.839996,16.35
2018-03-29,320.899994,183.350006,149.720001,64.309998,79.279999,16.450001
2018-04-03,323.100006,183.399994,149.380005,66.440002,78.459999,16.030001
2018-04-04,325.299988,186.75,150.5,65.900002,79.050003,16.540001
2018-04-05,331.200012,190.5,151.479996,67.099998,78.800003,16.370001
2018-04-06,329.600006,190.25,150.25,67.290001,78.43,16.09
2018-04-09,330,190.25,150.330002,68.660004,78.160004,16.17
2018-04-10,340.200012,191.600006,152.300003,66.5,78.370003,16.469999
2018-04-11,341.5,190.649994,152.419998,64.669998,78.269997,16.459999
2018-04-12,344.799988,190.699997,151.490005,64.720001,77.790001,16.209999
2018-04-13,344.5,191.149994,148.809998,62.529999,78.370003,15.79
2018-04-16,346,191.550003,150.820007,63.73,78.610001,16.290001
2018-04-17,342.299988,193.75,153.110001,64.660004,78.43,16.549999
2018-04-18,342.100006,191.550003,152.5,64.459999,78.199997,16.790001
2018-04-19,337.399994,190.100006,151.830002,62.32,74.949997,16.299999
2018-04-20,339.200012,191.399994,148.729996,64.43,73.800003,16.059999
2018-04-23,340.399994,191.149994,147.949997,63.439999,73,16.41
2018-04-24,342.200012,192.350006,146.869995,63.490002,72.5,16.75
2018-04-25,342.200012,190.300003,146.490005,64,72.300003,16.92
2018-04-26,343.100006,192.550003,147.589996,64.470001,72.75,17.200001
2018-04-27,348.299988,196.899994,148.740005,65.449997,72.809998,17.459999
2018-04-30,349.100006,198.850006,148.089996,65.370003,72.339996,17.290001
2018-05-02,354.600006,195.5,132.589996,64.089996,70.940002,16.940001
2018-05-03,353.100006,195.899994,134.119995,64.169998,71.360001,15.12
2018-05-04,352.200012,199,135.740005,64.660004,72.43,14.81
2018-05-07,352.700012,198.149994,133.789993,66.099998,71.980003,14.86
2018-05-08,354.5,200,136.199997,66.980003,71.440002,14.97
2018-05-09,353.399994,201.100006,137.809998,66.120003,72.370003,15.23
2018-05-10,354.600006,201.399994,138.5,66.129997,73.150002,15.35
2018-05-11,356,200.300003,140.190002,70.800003,73.370003,15.45
2018-05-14,356.200012,201.699997,140.630005,76.260002,73.279999,15.58
2018-05-15,360.700012,202.5,142.160004,73.269997,72.949997,15.47
2018-05-16,364.799988,202.699997,144.699997,73.110001,73.529999,15.39
2018-05-17,369.299988,203.399994,144.899994,72.150002,73.959999,15.35
2018-05-18,370.600006,204.699997,145.490005,73.029999,73.449997,15.01
2018-05-21,373.100006,205.800003,147.789993,72.970001,74.059998,14.96
2018-05-22,372.200012,205.300003,147.880005,73.120003,74.029999,15.1
2018-05-23,365.299988,206.800003,151.300003,72.989998,74.18,15.46
2018-05-24,370,206.199997,150.529999,74.470001,73.769997,15.56
2018-05-25,371,207.100006,150.820007,76.389999,74.309998,15.5
2018-05-29,362.600006,207.100006,150.130005,76.230003,74.050003,15.01
2018-05-30,366.200012,207.300003,151.190002,76.330002,74.889999,15.24
2018-05-31,364.200012,205.600006,149.440002,79.419998,73.169998,15.14
2018-06-01,368.899994,206.800003,148.399994,78.260002,73.449997,15.07
2018-06-04,371.700012,208.5,149.160004,78.669998,74.18,15.3
2018-06-05,378.200012,209.199997,148.699997,79.279999,73.970001,15.12
2018-06-06,376.5,204,148.210007,81.110001,74.349998,15.21
2018-06-07,367.700012,204.100006,151.509995,83.889999,75.760002,15.88
2018-06-08,371.899994,206.100006,153.050003,83.440002,77.18,16.049999
2018-06-11,373.600006,208,155.050003,82.599998,77.529999,16.190001
2018-06-12,370.899994,207,157.089996,81.889999,77.239998,16.200001
2018-06-13,371.100006,209.800003,155.619995,81.379997,76.470001,15.7
2018-06-14,378.600006,211.100006,156.369995,81.389999,75.989998,15.3
2018-06-15,381.600006,212.300003,158.029999,81.360001,77.379997,15.37
2018-06-18,375.399994,208.800003,157.050003,83.279999,75.839996,15.59
2018-06-19,368,207.699997,155,81.040001,76.330002,15.97
2018-06-20,362.899994,209.199997,153.070007,79.510002,75.849998,16.15
2018-06-21,359.100006,207,151.869995,80.900002,76.440002,16.059999
2018-06-22,362.399994,209.600006,152.929993,82.389999,77.43,16.219999
2018-06-25,355,205.699997,145.619995,79.410004,77.790001,16.379999
2018-06-26,357.100006,207.199997,146.740005,78.239998,78,16.51
2018-06-27,358.700012,208.399994,144.990005,79.199997,77.690002,16.370001
2018-06-28,351.299988,208,142.550003,79.699997,78.050003,16.379999
2018-06-29,358.200012,211.5,142.690002,79.529999,78.059998,16.030001
2018-07-02,351.799988,209.100006,142.740005,74.75,78.129997,15.27
2018-07-03,354.200012,211.699997,141.949997,75.919998,77.900002,15.14
2018-07-05,349.200012,206.699997,143.550003,74.519997,79.209999,15.39
2018-07-06,351.700012,205.800003,142.419998,74.410004,79.309998,15.88
2018-07-09,355,206.199997,142.639999,75.089996,77.860001,16.18
2018-07-10,360.299988,207.899994,144.600006,75.379997,79.82,16.280001
2018-07-11,351.100006,207.899994,139.470001,75.870003,79.160004,16.24
2018-07-12,355.799988,211,138.839996,76.720001,78.889999,16.35
2018-07-13,360.600006,210.800003,140.490005,79.220001,79.309998,16.370001
2018-07-16,359.700012,209.699997,140.949997,79.5,79.529999,15.52
2018-07-17,362.200012,210.699997,142.199997,79.470001,80.029999,15.77
2018-07-18,368.100006,210.100006,141.210007,78.330002,79.720001,15.76
2018-07-19,366.100006,211.800003,140.419998,74.620003,78.730003,16.190001
2018-07-20,367,211.899994,141.080002,74.879997,78.68,16.15
2018-07-23,363.100006,208.5,141.389999,73.75,78.510002,16.139999
2018-07-24,371.899994,209.300003,139.589996,74.459999,78.989998,16.450001
2018-07-25,374.600006,208,141.509995,76,79.470001,16.620001
2018-07-26,371.200012,209.5,139.720001,75.849998,80.089996,16.58
2018-07-27,365.200012,206,136.789993,76.800003,80.580002,16.25
2018-07-30,365,207.199997,134.059998,75.68,80.199997,16.34
2018-07-31,364.299988,209.5,134.940002,73.669998,80.879997,16.49
2018-08-01,370.100006,210,134.429993,73.25,80.650002,16.4
2018-08-02,367.799988,210.100006,136.740005,72.440002,82,14.11
2018-08-03,370.100006,212.100006,134.990005,73.370003,82.330002,14.13
2018-08-06,373.100006,212.5,135.080002,72.900002,82.519997,14.11
2018-08-07,377.899994,213.600006,135.350006,71.370003,82.639999,14.24
2018-08-08,375.700012,212.399994,133.119995,68.419998,82.349998,14.41
2018-08-09,379.700012,211,132.169998,73.480003,81.400002,14.5
2018-08-10,373.399994,205.5,132.729996,69.989998,81.43,14.35
2018-08-13,375.399994,206.5,132.330002,68.400002,81.519997,14.37
2018-08-14,378.700012,208.199997,133.050003,69.169998,81.309998,14.12
2018-08-15,367.899994,203.399994,133.529999,68.059998,82.300003,13.89
2018-08-16,375.299988,204.600006,133.570007,64.910004,83.690002,14.12
2018-08-17,369,203.399994,135.940002,65.449997,83.690002,14.7
2018-08-20,372.100006,205.300003,140.559998,66.449997,83.639999,14.92
2018-08-21,372.799988,205.800003,136.630005,67.07,83.900002,15.06
2018-08-22,370.899994,206,135.070007,67.529999,83.389999,14.85
2018-08-23,371,207.300003,133.130005,68.360001,83.239998,14.91
2018-08-24,368.5,206.600006,135.589996,68.330002,83.360001,15.25
2018-08-27,373.200012,207.800003,138.25,70.730003,83.440002,15.02
2018-08-28,375.799988,208.699997,140.089996,69.019997,83.480003,15.14
2018-08-29,378.299988,209.100006,140.369995,69.239998,83.489998,15.27
2018-08-30,381.100006,210,139.5,69.779999,83.410004,15.14
2018-08-31,372.399994,206.699997,140.119995,70.529999,82.949997,15.4
2018-09-04,366.600006,203.100006,138.149994,71.699997,82.699997,15.51
2018-09-05,350,199.449997,137.75,68.470001,83.290001,15.94
2018-09-06,349.600006,197.25,138.679993,68.199997,82.650002,15.97
2018-09-07,353.200012,199.199997,138.770004,69.029999,81.910004,16.219999
2018-09-10,356.299988,200.100006,138.550003,67.889999,82.379997,16.18
2018-09-11,357.200012,202.100006,138.169998,69.199997,82.010002,16.799999
2018-09-12,364.899994,203.5,139.729996,68.900002,83.110001,17
2018-09-13,359.399994,203.399994,140.130005,69.68,83.449997,17.700001
2018-09-14,360.399994,201.899994,140.929993,67.940002,83.610001,17.860001
2018-09-17,355.299988,201.5,139.889999,68.370003,84.25,18.02
2018-09-18,354.700012,200.800003,140.300003,70.589996,84,17.950001
2018-09-19,357,199.850006,139.660004,70.5,84,18.030001
2018-09-20,358.700012,202.399994,142.589996,71.709999,85.360001,18.379999
2018-09-21,364.399994,206.100006,143.539993,71.309998,85.82,18.360001
2018-09-24,366.200012,203.699997,143.600006,71.07,84.269997,18.25
2018-09-25,366.299988,203.800003,142.080002,74.25,83.120003,18.290001
2018-09-26,368.299988,205.5,141.729996,76.18,83.260002,18.41
2018-09-27,371,208,144.119995,76,82.860001,18.059999
2018-09-28,369,207.699997,145.320007,77.5,83.230003,18.389999
2018-10-01,371.299988,208.300003,145.779999,77.629997,83.669998,17.91
2018-10-02,366.399994,207.5,144.309998,76.650002,84.360001,17.860001
2018-10-03,366.200012,208,143.289993,77.349998,83.029999,17.15
