"Date","CDI.PA","OR.PA","EL","SSDOY","PG","SBH"
2013-07-05,125.150002,126.699997,67.93,14.44,78.339996,31.549999
2013-07-08,129.399994,128.949997,67.919998,14.54,78.760002,31.469999
2013-07-09,131.850006,128.699997,66.589996,14.49,79.57,31.4
2013-07-10,132.649994,129.050003,67.029999,14.49,79.800003,31.469999
2013-07-11,134.100006,129.449997,68.059998,14.54,80.769997,31.43
2013-07-12,133.75,129.649994,68.459999,14.69,81.550003,31.35
2013-07-15,135.800003,130.850006,67.440002,14.71,81.510002,31.129999
2013-07-16,135.050003,128.800003,66.779999,14.79,80.970001,30.969999
2013-07-17,136.350006,128,66.330002,15.05,80.089996,30.950001
2013-07-18,136.699997,129,66.739998,15.2,80.300003,30.84
2013-07-19,135.5,128.5,67.57,15.08,81.370003,30.57
2013-07-22,134.199997,127.400002,66.669998,15.35,81.220001,30.549999
2013-07-23,133.449997,126.900002,64.949997,15.49,80.949997,29.82
2013-07-24,134.600006,127.349998,64.709999,15.59,80.269997,29.6
2013-07-25,133.850006,125.550003,65.290001,15.59,80.410004,29.700001
2013-07-26,137.100006,125.349998,66.199997,15.54,80.389999,29.92
2013-07-29,137.050003,125,66,15.29,80.089996,29.91
2013-07-30,135.949997,125.75,65.599998,15.31,80.440002,30.6
2013-07-31,133.100006,125.949997,65.650002,15.65,80.300003,30.51
2013-08-01,137.75,127.849998,66.790001,16.1,81.639999,26.83
2013-08-02,140.050003,127.199997,66.889999,16.27,81.290001,27.68
2013-08-05,140.899994,127.650002,67.279999,16.27,81.400002,27.360001
2013-08-06,139.550003,128.850006,67.43,16.370001,81.739998,27.290001
2013-08-07,138.75,128.300003,66.639999,16.139999,81.959999,26.99
2013-08-08,138.149994,127.849998,66,15.8,82.169998,27.200001
2013-08-09,138.850006,127.25,66.589996,16.129999,81.639999,27.389999
2013-08-12,139.949997,127,66.580002,16.440001,81.620003,27.450001
2013-08-13,138.949997,128.600006,66.449997,16.34,81.660004,27.84
2013-08-14,140.649994,129.199997,65.129997,16.33,81.25,27.549999
2013-08-15,138.100006,128.949997,67.360001,16.17,80.480003,27
2013-08-16,139.050003,129.449997,67.25,16.23,79.900002,26.700001
2013-08-19,138.449997,127,66.75,16.200001,79.589996,26.91
2013-08-20,138,125.650002,66.860001,16.030001,79.529999,26.9
2013-08-21,138,125.599998,66.32,16.129999,79.379997,26.780001
2013-08-22,138.050003,127.449997,67.269997,16.219999,79.769997,26.57
2013-08-23,136.149994,125.599998,68.150002,16.129999,80.010002,26.540001
2013-08-26,136.5,125.699997,67.269997,16.049999,78.540001,26.43
2013-08-27,132.5,122.449997,65.639999,16.26,77.970001,26.030001
2013-08-28,128.850006,122.900002,65.379997,16,76.849998,26.059999
2013-08-29,130.25,122.400002,65.370003,16.040001,77.309998,26.110001
2013-08-30,129.649994,126.25,65.360001,15.74,77.889999,26.129999
2013-09-03,131.899994,126.699997,66.260002,15.94,77.75,26.040001
2013-09-04,130.449997,125.550003,67.309998,15.88,77.489998,25.85
2013-09-05,131.25,125,67.370003,15.63,77.139999,25.700001
2013-09-06,132.100006,125.75,67.580002,15.63,77.150002,25.5
2013-09-09,135.850006,124.800003,69.489998,16.030001,78.160004,25.790001
2013-09-10,139,125.800003,68.970001,16.07,77.949997,25.76
2013-09-11,139.949997,124.699997,69.690002,16.030001,78.269997,25.67
2013-09-12,139,124.75,70.330002,16.040001,78.260002,25.690001
2013-09-13,141.699997,124.550003,70.800003,15.87,79.050003,25.879999
2013-09-16,144.600006,126.900002,71.110001,16,80.160004,26.35
2013-09-17,144.050003,126.699997,71.330002,15.95,79.830002,26.6
2013-09-18,144.800003,127.099998,72.169998,16.219999,80.300003,27.01
2013-09-19,146.199997,128.449997,72.43,16.690001,80.120003,27.18
2013-09-20,146.5,129.449997,71.75,17.25,79.389999,26.959999
2013-09-23,144.699997,128.399994,70.760002,17.34,79.279999,27.15
2013-09-24,145.25,128.75,71.510002,17.459999,78.620003,27.02
2013-09-25,145.149994,127.300003,71.139999,17.190001,77.720001,26.370001
2013-09-26,145.25,127.349998,70.739998,17.780001,78.050003,26.459999
2013-09-27,144.75,127.650002,70.419998,17.85,77.209999,26.360001
2013-09-30,144.949997,126.949997,69.900002,17.940001,75.589996,26.16
2013-10-01,145.800003,127.599998,70.5,17.950001,76.160004,26.459999
2013-10-02,143.850006,125.699997,70.410004,17.58,75.93,26.67
2013-10-03,146.5,124.699997,69.440002,17.290001,75.839996,26.700001
2013-10-04,144.600006,124.349998,69.980003,17.190001,76.019997,26.459999
2013-10-07,142.699997,124.75,69.290001,17.459999,75.650002,26.18
2013-10-08,142.699997,123.800003,68.709999,17.23,76.330002,25.68
2013-10-09,142.5,124.25,68.769997,17.379999,76.949997,25.49
2013-10-10,146.199997,126.099998,70.629997,17.67,77.889999,25.809999
2013-10-11,146.850006,125.550003,71.010002,17.58,78.480003,26.08
2013-10-14,146,123.25,71.650002,17.620001,78.739998,26.15
2013-10-15,146.050003,124.050003,70.5,17.4,77.599998,25.530001
2013-10-16,140.449997,122.150002,70.989998,17.799999,78.339996,25.77
2013-10-17,141.899994,123.099998,71.709999,17.860001,79.419998,26.139999
2013-10-18,145.050003,127.5,72.050003,17.93,79.410004,26.209999
2013-10-21,144.149994,127.050003,71.07,17.969999,78.970001,26.33
2013-10-22,145.050003,129.25,71.93,18,80.379997,26.620001
2013-10-23,145.649994,128.949997,71.269997,17.77,80.910004,26.52
2013-10-24,144.75,127.900002,71.389999,17.91,80.610001,26.67
2013-10-25,140.149994,127.650002,71.510002,17.700001,80,26.6
2013-10-28,140.899994,128.5,71.559998,17.52,81.300003,26.33
2013-10-29,140,128.75,72.809998,17.530001,82.459999,26.190001
2013-10-30,139.600006,127.400002,71.379997,17.530001,81.519997,26.299999
2013-10-31,140,126.150002,70.959999,17.030001,80.75,26.32
2013-11-01,141.050003,125.099998,69.940002,16.91,81.150002,25.969999
2013-11-04,142,124.949997,70.139999,16.860001,81.330002,26.139999
2013-11-05,139.5,123.650002,70.75,16.91,81.43,26
2013-11-06,140.5,124.400002,71.25,16.9,82.809998,26.18
2013-11-07,142.300003,124,70.32,16.82,82.32,25.93
2013-11-08,142.399994,123.849998,70.959999,16.860001,82.510002,26.190001
2013-11-11,144.25,123.900002,70.900002,16.91,82.260002,27.190001
2013-11-12,143.600006,124.050003,70.68,17.059999,82.800003,27.360001
2013-11-13,142.850006,122.849998,73.029999,17.299999,83.5,27.639999
2013-11-14,144.699997,125.25,73.440002,17.389999,84.32,27.299999
2013-11-15,145,125.349998,73.669998,17.809999,84.839996,27.48
2013-11-18,145.550003,125.849998,72.860001,17.58,84.57,27.59
2013-11-19,143.699997,124.900002,72.559998,17.5,84.339996,27.76
2013-11-20,142.600006,125.550003,73.300003,17.41,84.690002,27.77
2013-11-21,142.699997,124.800003,74.010002,17.33,84.669998,28
2013-11-22,142.649994,124.900002,75.010002,17.299999,84.949997,28.360001
2013-11-25,143.899994,124.800003,74.32,17.08,85.410004,28.290001
2013-11-26,144,123.5,75.07,17.110001,84.639999,28.26
2013-11-27,144.399994,123.849998,75.25,17.190001,84.279999,28.35
2013-11-29,143.550003,123.150002,74.959999,17.08,84.220001,28.139999
2013-12-02,142.75,125.25,74.879997,16.85,83.339996,28.01
2013-12-03,138.050003,124.099998,74.489998,17.209999,83.830002,27.83
2013-12-04,136,123.800003,73.099998,17.16,83.349998,27.870001
2013-12-05,134.199997,122.349998,72.730003,16.610001,82.690002,27.620001
2013-12-06,135,126.800003,73.709999,16.709999,84.519997,27.83
2013-12-09,134,127.25,73.889999,16.84,84.779999,27.719999
2013-12-10,133.350006,126.150002,73.599998,16.629999,83.650002,27.27
2013-12-11,133.600006,125.349998,73.82,16.139999,84.019997,27.309999
2013-12-12,131.25,124.25,73.07,16.24,82.300003,27.610001
2013-12-13,130.449997,124,72.639999,16.030001,82.370003,27.75
2013-12-16,131.149994,125.550003,73.160004,16,81.690002,27.780001
2013-12-17,130.5,123.349998,72.75,15.69,80.910004,28.9
2013-12-18,130.600006,123.800003,74,15.74,82.379997,29.9
2013-12-19,132.050003,125.050003,73.910004,15.52,81.900002,30.02
2013-12-20,134.100006,125.050003,74.349998,15.71,81.839996,30
2013-12-23,132.75,125.199997,74.760002,15.83,81.309998,29.84
2013-12-24,132.850006,124.900002,74.620003,15.52,81.309998,29.77
2013-12-27,135.300003,126.550003,74.449997,15.99,82.010002,30.030001
2013-12-30,136.850006,126.849998,75.040001,16.129999,82,30.1
2013-12-31,137.350006,127.699997,75.32,16.15,81.410004,30.23
2014-01-02,135.699997,125.599998,73.709999,15.95,80.540001,30.57
2014-01-03,135.800003,126.550003,73.650002,15.94,80.449997,30.67
2014-01-06,133.100006,125.400002,74.080002,15.63,80.639999,30.139999
2014-01-07,132,126.099998,73.889999,15.72,81.419998,30.389999
2014-01-08,131.300003,123.75,73.080002,15.67,80.239998,30.120001
2014-01-09,127.349998,122.150002,73.440002,15.67,80.419998,29.280001
2014-01-10,128.350006,123.449997,74.050003,15.94,80.300003,29.66
2014-01-13,131.25,122.849998,73.839996,15.81,80.010002,28.790001
2014-01-14,129.899994,122.449997,73.739998,15.7,80.870003,29.209999
2014-01-15,129.449997,122.599998,72.870003,15.54,80.790001,29.25
2014-01-16,130.149994,125.75,72.190002,15.42,80.559998,29.08
2014-01-17,130.100006,125.150002,72.57,15.62,79.879997,27.99
2014-01-21,132.5,125.650002,72.18,16.1,80.18,27.700001
2014-01-22,132.550003,127.75,72.129997,16.15,79.230003,27.73
2014-01-23,130.350006,127.099998,70.470001,15.93,78.239998,27.6
2014-01-24,130.899994,124.900002,68.790001,15.66,79.18,27.67
2014-01-27,129.949997,123.099998,68.559998,15.42,78.470001,27.65
2014-01-28,130,123.300003,69.849998,15.76,79.110001,28.139999
2014-01-29,129.699997,121.699997,68.540001,16.08,77.639999,27.799999
2014-01-30,129.199997,121.099998,68.949997,16.08,76.870003,28.110001
2014-01-31,135.699997,122,68.739998,16.15,76.620003,28.379999
2014-02-03,132.800003,121.800003,68.279999,16.5,75.699997,27.549999
2014-02-04,133.899994,120.75,69.190002,15.87,76.089996,27.860001
2014-02-05,135.149994,120.849998,65.360001,15.73,76.449997,27.950001
2014-02-06,137.550003,123.5,66.800003,15.78,76.900002,29.959999
2014-02-07,138.199997,123.5,66.5,15.88,77.309998,29.610001
2014-02-10,139.199997,129,66.389999,15.88,78.029999,29.389999
2014-02-11,140.899994,124.800003,66.779999,16.02,78.839996,29.33
2014-02-12,140.050003,123.050003,66.879997,16.27,77.489998,28.82
2014-02-13,139.149994,123.449997,67.540001,16.42,77.800003,28.790001
2014-02-14,141.550003,122.949997,67.980003,16.59,79.400002,28.41
2014-02-18,142.850006,121.900002,68.080002,16.639999,77.970001,28.129999
2014-02-19,142.899994,122.099998,67.389999,16.629999,78.139999,28.33
2014-02-20,143.449997,122.550003,67.860001,16.870001,77.919998,28.33
2014-02-21,144.399994,122.050003,67.650002,17.030001,77.970001,28.200001
2014-02-24,145.649994,123.25,67.900002,17.450001,77.860001,28.5
2014-02-25,143.850006,125.199997,67.480003,17.41,78.120003,28
2014-02-26,141.449997,123.550003,67.980003,17.26,77.860001,28.280001
2014-02-27,142.149994,122.599998,67.599998,17.59,78.190002,28.790001
2014-02-28,143.300003,122.75,68.839996,17.790001,78.660004,28.700001
2014-03-03,138.949997,120.699997,68.559998,17.85,77.480003,28.32
2014-03-04,141.399994,123.199997,69.730003,17.969999,78.449997,28.459999
2014-03-05,139.800003,121.5,69.269997,17.91,77.82,28.83
2014-03-06,139.699997,121.5,69.040001,18,78.059998,28.809999
2014-03-07,139.149994,120.5,70.019997,17.969999,78.379997,28.6
2014-03-10,138.350006,120.099998,70.199997,18.370001,78.529999,28.389999
2014-03-11,138.649994,120.300003,70.110001,17.84,78.949997,27.950001
2014-03-12,136.649994,118.650002,70.199997,17.75,79.239998,27.93
2014-03-13,135.100006,116.5,69.779999,17.58,79.190002,27.6
2014-03-14,133.800003,116.800003,69.300003,17.48,78.980003,27.459999
2014-03-17,134.350006,116.949997,69.949997,17.559999,79.839996,27.75
2014-03-18,134.949997,116.699997,70.120003,17.700001,79.769997,28.15
2014-03-19,134.050003,116.75,69.690002,18.16,78.779999,28.610001
2014-03-20,134.5,116.349998,69.120003,18,78.32,28.370001
2014-03-21,134.25,115.400002,68.370003,18.07,77.879997,28.42
2014-03-24,133.25,115.199997,67.300003,18.25,79.300003,28.15
2014-03-25,135.149994,116.900002,67.370003,18.34,79.809998,27.959999
2014-03-26,137.449997,118.199997,67.230003,17.969999,79.5,27.549999
2014-03-27,136.449997,118.699997,67.230003,17.65,79.650002,27.6
2014-03-28,138.199997,119.949997,66.730003,17.43,79.760002,27.48
2014-03-31,139.75,119.699997,66.879997,17.549999,80.599998,27.4
2014-04-01,139.850006,119.25,68.260002,17.35,80.339996,27.43
2014-04-02,139.5,119.550003,68.089996,17.24,80.129997,27.57
2014-04-03,139.649994,119.099998,68.209999,17.32,80.099998,27.49
2014-04-04,140.600006,119.550003,66.980003,17.48,79.769997,27.030001
2014-04-07,139.800003,118.699997,67.300003,17.299999,80.489998,26.450001
2014-04-08,140.75,118.400002,69.529999,17.01,81.349998,27.01
2014-04-09,142.149994,118.349998,69.709999,17.17,81.489998,27.370001
2014-04-10,144.800003,118.099998,68.919998,16.85,81.089996,26.93
2014-04-11,144.699997,117.449997,68.18,16.959999,80.760002,26.6
2014-04-14,144.699997,120.699997,69.18,17.17,80.809998,26.809999
2014-04-15,144.449997,122,70.800003,17.02,80.839996,26.540001
2014-04-16,146.449997,122.099998,72.089996,17.440001,81.650002,26.42
2014-04-17,146,121.349998,72.150002,18.42,81.760002,26.49
2014-04-22,148.25,122.199997,72.099998,18.129999,81.25,27.4
2014-04-23,148.399994,122.050003,71.669998,18.1,80.360001,27
2014-04-24,149.25,121.849998,72.089996,18.389999,81.150002,26.860001
2014-04-25,147.649994,122.150002,72.199997,17.48,81.410004,27.129999
2014-04-28,147.149994,123.25,71.900002,17.379999,82.940002,27.27
2014-04-29,147,122,72.93,17.440001,82.440002,27.34
2014-04-30,148.149994,124,72.57,17.83,82.550003,27.41
2014-05-01,148.149994,124,72.190002,17.879999,82.339996,25.360001
2014-05-02,146.649994,124.099998,75.620003,17.709999,81.919998,25.27
2014-05-05,145.100006,123.900002,74.059998,17.700001,81.699997,25.200001
2014-05-06,145.5,123.650002,73.550003,17.66,81.129997,25.34
2014-05-07,145,124.300003,73.690002,17.530001,82.089996,24.950001
2014-05-08,147.300003,126.050003,73.32,17.15,82.160004,25.15
2014-05-09,147.199997,126.550003,73.239998,17,82.389999,25.469999
2014-05-12,147.449997,126.75,73.629997,17.08,81.730003,26.049999
2014-05-13,147.350006,126.5,73.93,16.93,81.610001,26.030001
2014-05-14,148,126.900002,73.68,16.780001,81.169998,26
2014-05-15,148.75,127.5,73.07,16.700001,80.529999,26.209999
2014-05-16,147.699997,129,73.160004,16.809999,80.330002,26.02
2014-05-19,149.300003,129.100006,74.019997,16.91,79.93,25.889999
2014-05-20,148.550003,128.100006,73.879997,16.65,80.230003,25.209999
2014-05-21,149.5,128.449997,74.120003,16.75,80.489998,24.870001
2014-05-22,149.600006,128.449997,74.910004,16.809999,80.650002,24.98
2014-05-23,149.75,128.100006,74.900002,16.48,80.519997,25.24
2014-05-27,151,128.600006,75.580002,16.58,80.080002,25.309999
2014-05-28,150.300003,127.5,75.650002,16.690001,80.099998,25.139999
2014-05-29,150.899994,129.050003,76.510002,17.08,80.400002,25.549999
2014-05-30,153.5,128,76.620003,16.9,80.790001,25.620001
2014-06-02,151.399994,127.25,76.75,16.91,80.360001,25.360001
2014-06-03,149.850006,127.849998,76.690002,16.9,79.93,25.370001
2014-06-04,149.699997,127.949997,76.459999,16.799999,79.860001,25.02
2014-06-05,151.050003,127.849998,76.599998,17.15,80.110001,25.139999
2014-06-06,149.5,127.050003,76.769997,17.299999,80.029999,25.219999
2014-06-09,150,127.599998,76.5,17.459999,80.089996,25.110001
2014-06-10,149.100006,129.050003,76.419998,17.68,80.150002,24.959999
2014-06-11,149.300003,128.600006,76.559998,17.5,80.059998,25.219999
2014-06-12,148.399994,128.149994,76.699997,17.93,79.760002,24.690001
2014-06-13,148.899994,128.199997,76.489998,17.99,79.639999,24.84
2014-06-16,148.149994,127,75.910004,17.889999,79.690002,24.610001
2014-06-17,149.699997,127.599998,75.25,18.26,79.580002,25.049999
2014-06-18,148.149994,127.449997,76.129997,18.219999,79.790001,25.030001
2014-06-19,148.899994,128.199997,76.519997,18.34,80.239998,24.690001
2014-06-20,148.25,129.350006,75.75,18.459999,79.93,24.26
2014-06-23,146.899994,127.5,74.830002,18.790001,79.519997,24.549999
2014-06-24,147.350006,127.900002,74.519997,18.77,79.010002,24.82
2014-06-25,146.25,126.849998,75,18.719999,79.32,24.940001
2014-06-26,146.399994,125.800003,74.599998,18.32,78.620003,24.77
2014-06-27,146.300003,125.900002,74.709999,18.290001,79.019997,25.08
2014-06-30,145.300003,125.849998,74.260002,18.209999,78.589996,25.08
2014-07-01,144.100006,125.900002,74.230003,18.4,79.279999,25.530001
2014-07-02,145,125.599998,73.959999,18.35,79.559998,25.58
2014-07-03,146.800003,127.25,74.970001,18.33,79.980003,25.940001
2014-07-07,144.399994,125.400002,74.809998,17.98,80.190002,26.139999
2014-07-08,143.399994,124.650002,74.059998,18.02,80.559998,26.27
2014-07-09,142.149994,126.25,74.669998,18.200001,81.669998,25.91
2014-07-10,143,125.300003,74.690002,18.01,81.610001,25.440001
2014-07-11,143.75,125.900002,74.5,18.32,81.160004,25.129999
2014-07-14,145.25,126.849998,75.379997,18.82,81.32,25
2014-07-15,143.100006,125.349998,75.730003,18.870001,81.260002,25.01
2014-07-16,144.649994,126.900002,75.139999,19.23,80.940002,24.67
2014-07-17,142.5,125.849998,74.489998,19.43,80.400002,24.139999
2014-07-18,144.149994,127.099998,76.080002,19.75,80.550003,24.469999
2014-07-21,144.649994,127,75.419998,19.700001,80.279999,24.16
2014-07-22,144.100006,128.25,76.239998,19.83,80.099998,24.35
2014-07-23,145.149994,128.649994,75.940002,19.74,79.989998,24.48
2014-07-24,145.850006,129.100006,75.910004,19.52,80.260002,24.719999
2014-07-25,136.649994,126.900002,75.669998,19.75,79.559998,24.5
2014-07-28,136.199997,127.650002,74.93,19.9,79.260002,24.4
2014-07-29,135.649994,128.25,74.389999,19.99,78.650002,25.299999
2014-07-30,134.050003,128.050003,74.269997,19.889999,78.160004,25.450001
2014-07-31,130.149994,126.400002,73.459999,18.85,77.32,25.950001
2014-08-01,130.800003,124.099998,73.870003,18.82,79.650002,25.879999
2014-08-04,130.649994,124.150002,74.220001,18.76,79.220001,26.24
2014-08-05,131.899994,127.099998,73.949997,18.75,79.410004,25.940001
2014-08-06,131.5,126.449997,74.260002,18.860001,81.089996,26.120001
2014-08-07,132,125.550003,73.199997,18.91,80.139999,25.99
2014-08-08,130.149994,124.5,74.199997,19.139999,80.949997,26.26
2014-08-11,132.699997,125.099998,75.5,19.440001,81.480003,26.469999
2014-08-12,132.949997,123.900002,75.370003,19.290001,81.419998,26.209999
2014-08-13,132.050003,124.849998,75.150002,19.48,81.480003,26.030001
2014-08-14,132.850006,125.599998,75.900002,19.49,81.949997,26.42
2014-08-15,132.399994,124.349998,76.160004,19.690001,81.779999,26.15
2014-08-18,133.649994,125.349998,76.790001,19.790001,82.440002,26.48
2014-08-19,134.300003,125.400002,76.639999,19.77,82.690002,26.559999
2014-08-20,134.149994,125,76.580002,19.59,82.809998,26.82
2014-08-21,134.25,125.650002,76.269997,19.700001,83.279999,27.58
2014-08-22,134.199997,124.800003,76.290001,19.42,83.389999,27.469999
2014-08-25,135.149994,127.400002,77.190002,19.629999,83.540001,27.639999
2014-08-26,137.649994,128.600006,77.239998,19.280001,83.379997,27.57
2014-08-27,136.949997,127.5,77.010002,18.700001,83.309998,27.93
2014-08-28,136.050003,126.650002,76.660004,18.809999,83.029999,28.16
2014-08-29,135.350006,126,76.830002,18.42,83.110001,27.879999
2014-09-02,135.899994,128.050003,76.839996,18.549999,82.980003,27.98
2014-09-03,138.75,127.849998,76.230003,18.57,82.900002,27.82
2014-09-04,140.850006,130,76.650002,18.49,83.699997,28.120001
2014-09-05,139.850006,128.5,76.779999,18.27,83.769997,28.07
2014-09-08,139.850006,127.199997,75.589996,18.139999,83.32,27.690001
2014-09-09,140.449997,125.5,74.410004,17.780001,82.989998,27.450001
2014-09-10,139.649994,125.900002,74.900002,17.85,83.639999,26.959999
2014-09-11,140.050003,125.050003,74.739998,17.870001,83.489998,27.23
2014-09-12,140,125.75,74.480003,17.690001,83.260002,28.15
2014-09-15,141.300003,125.400002,74.43,17.74,83.870003,27.799999
2014-09-16,140.449997,124.900002,74.730003,17.65,84.080002,27.92
2014-09-17,139.25,125,74.690002,17.58,84.160004,28.07
2014-09-18,139.449997,124.949997,74.959999,17.23,84.190002,27.860001
2014-09-19,136.649994,125.650002,75.43,16.889999,84.470001,27.959999
2014-09-22,136,126.050003,75.25,16.879999,84.809998,27.91
2014-09-23,134.100006,123.900002,74.43,16.84,84.440002,27.549999
2014-09-24,134.800003,125.75,75.120003,16.969999,85.239998,27.790001
2014-09-25,134.149994,123.900002,74,16.68,84.330002,27.43
2014-09-26,135.050003,124.849998,74.599998,16.76,84.580002,27.559999
2014-09-29,132.550003,124.400002,74.709999,16.559999,84.440002,27.540001
2014-09-30,132.699997,125.699997,74.720001,16.43,83.739998,27.370001
2014-10-01,131.449997,124.650002,74.25,16.23,83.139999,27.35
2014-10-02,130.800003,122.550003,73.699997,16.049999,83.050003,27.76
2014-10-03,130.800003,123.25,74.110001,16.280001,83.790001,28.26
2014-10-06,132.350006,123.949997,74.050003,16.219999,83.57,28.110001
2014-10-07,131.399994,121.699997,74.139999,16.200001,83.160004,27.860001
2014-10-08,130.800003,122.400002,74.739998,16.43,84.18,28.01
2014-10-09,131.800003,123.5,73.610001,16.389999,83.660004,27.559999
2014-10-10,130.949997,123,72.650002,16.42,84.690002,27.700001
2014-10-13,130.350006,122.5,71.019997,16.4,83.370003,27.360001
2014-10-14,129.649994,121.75,71.889999,16.030001,83.550003,27.76
2014-10-15,129.25,119.25,71.599998,16.129999,82.949997,27.84
2014-10-16,129.050003,118.349998,71.779999,16.23,82.239998,28.190001
2014-10-17,130.550003,119.349998,72.18,16.09,83.269997,28.43
2014-10-20,131.350006,119.5,73.110001,16.23,84.18,29.26
2014-10-21,133.25,120.849998,74.660004,16.209999,84.610001,29.299999
2014-10-22,134.149994,120.900002,74.440002,16.35,84.230003,29.059999
2014-10-23,135.649994,120.75,74.230003,16.51,83.230003,29.08
2014-10-24,135.699997,119.699997,74.349998,16.6,85.160004,29.07
2014-10-27,135.100006,120.050003,74.519997,16.559999,85.949997,29.18
2014-10-28,136.550003,122.099998,75.07,16.620001,86.470001,29.32
2014-10-29,137.75,122.349998,74.720001,15.8,86.540001,29.200001
2014-10-30,139.350006,122.199997,74.940002,15.91,86.940002,29.25
2014-10-31,141.149994,125.099998,75.18,16.58,87.269997,29.309999
2014-11-03,140.949997,124.099998,75.959999,16.530001,87.379997,29.209999
2014-11-04,139.300003,122.550003,72,15.74,88.639999,28.5
2014-11-05,141.5,125.400002,71.199997,15.4,89,29.08
2014-11-06,141.699997,127.349998,71.830002,15,88.900002,29.43
2014-11-07,141.649994,126.699997,72.580002,14.72,89.129997,29.1
2014-11-10,142.75,128.050003,72.830002,14.61,89.449997,28.68
2014-11-11,144.350006,130,72.699997,14.62,89.669998,28.66
2014-11-12,143.699997,128.949997,72.620003,14.53,89.480003,29.370001
2014-11-13,145.050003,131.800003,72.550003,15.33,88.599998,30.42
2014-11-14,145.199997,131.649994,71.330002,15.13,88.110001,30.23
2014-11-17,145.75,131.350006,71.120003,14.78,87.839996,29.75
2014-11-18,145.5,132.149994,72.029999,14.95,87.949997,29.809999
2014-11-19,146,132.600006,72.809998,14.91,88.730003,30.35
2014-11-20,146.5,133.149994,72.849998,14.84,88.470001,30.76
2014-11-21,149.649994,135.449997,73.040001,14.8,88.599998,31.09
2014-11-24,151.350006,135.449997,72.760002,14.77,88.110001,31.190001
2014-11-25,151.449997,134.800003,73.260002,14.67,88.800003,31.26
2014-11-26,151.75,134.75,73.209999,14.82,88.879997,31.09
2014-11-28,154,137.199997,74.139999,14.84,90.43,31.65
2014-12-01,153.649994,137.25,73.739998,14.87,90.080002,30.940001
2014-12-02,153.050003,138.050003,74.260002,14.52,91.07,30.57
2014-12-03,154.149994,137.899994,74.610001,14.89,90,30.639999
2014-12-04,153.649994,135.600006,74.360001,15.18,90.580002,30.67
2014-12-05,155.949997,139.100006,74.660004,14.92,90.379997,30.780001
2014-12-08,154.800003,138.300003,74.230003,15.12,90.760002,30.629999
2014-12-09,151.399994,135.899994,74.639999,15.28,90.709999,30.73
2014-12-10,150.149994,136.100006,73.449997,15.61,90,30.65
2014-12-11,148.75,135.399994,74.010002,15.4,90.410004,31.120001
2014-12-12,145.850006,133.100006,73.029999,15.42,89.550003,30.85
2014-12-15,142.199997,130.100006,72.230003,15.47,89.199997,30.280001
2014-12-16,143.850006,132.100006,72.989998,15.24,89.360001,30.290001
2014-12-17,133,133.5,74,15.16,90.699997,30.93
2014-12-18,139.800003,137.449997,75.779999,14.51,92,30.940001
2014-12-19,142.449997,137.649994,76.25,14.1,92.050003,30.940001
2014-12-22,142.75,138.350006,76.099998,14.15,92.599998,31.23
2014-12-23,144.199997,139.850006,77.760002,14.08,93.290001,31.18
2014-12-24,143.5,138.350006,77.389999,14.18,93.139999,30.889999
2014-12-29,143.949997,140.149994,77.400002,13.83,92.639999,31.049999
2014-12-30,142.699997,138.149994,77.169998,14.1,92.400002,31.049999
2014-12-31,142.899994,139.300003,76.199997,14.04,91.089996,30.74
2015-01-02,142.5,137.399994,75.589996,14.03,90.440002,30.49
2015-01-05,139.149994,134.149994,74.68,14,90.010002,30.07
2015-01-06,137.949997,134.149994,73.989998,13.84,89.599998,29.73
2015-01-07,138.350006,134.899994,74.330002,13.79,90.07,30.209999
2015-01-08,142.800003,139.800003,75.400002,13.9,91.099998,30.629999
2015-01-09,141.899994,137.800003,74.900002,14.13,90.25,29.74
2015-01-12,143.649994,140.899994,74.260002,14.18,89.919998,29.459999
2015-01-13,145.199997,142.649994,74.519997,14.29,90.300003,29.15
2015-01-14,144,141.600006,74.120003,14.54,89.989998,28.93
2015-01-15,146.649994,146.100006,73.709999,14.73,89.860001,29
2015-01-16,144.5,146.649994,74.220001,14.44,91.25,29.42
2015-01-20,147,148.699997,74.529999,14.57,91.190002,29.25
2015-01-21,148.399994,149.800003,73.980003,14.91,90.730003,29.68
2015-01-22,149.399994,150.25,75.110001,15.18,91.620003,30.360001
2015-01-23,152,155.649994,73.699997,15.2,90.080002,30.639999
2015-01-26,153.949997,158.649994,72.860001,15.04,89.580002,30.620001
2015-01-27,154.300003,156.300003,71.75,15.17,86.489998,30.459999
2015-01-28,155.300003,157,70.400002,15.42,85.150002,31.370001
2015-01-29,155.850006,160.199997,71.970001,15.41,85.669998,31.5
2015-01-30,153.5,159.050003,70.589996,15.75,84.290001,31.08
2015-02-02,152.800003,157.699997,71.830002,15.34,85.120003,31.08
2015-02-03,153.600006,155.75,72.839996,15.36,85.949997,31.48
2015-02-04,162.399994,157.949997,72.550003,15.74,85.790001,31.129999
2015-02-05,162.699997,158,78.400002,15.95,86.699997,32.240002
2015-02-06,162.149994,157.600006,79.550003,16.059999,85.610001,32.259998
2015-02-09,158.449997,155.949997,79.459999,15.98,85.050003,32.189999
2015-02-10,163.550003,157.550003,80.010002,16.030001,85.389999,32.439999
2015-02-11,165.149994,158.399994,80.360001,16,85.639999,32.509998
